,17/06/2019,23898649,Fort Portal Lorry Drivers Association,Being Payment For Repair Of Box Body Truck,228004,Maintenance – Other,"400,000"
0,17/06/2019,23898649,Fort Portal Lorry Drivers Association,Being payment for repair of wheel loader,228004,Maintenance – Other,"400,000"
1,17/06/2019,23898649,Fort Portal Lorry Drivers Association,Being Payment For Repair Of Box Body Truck,228004,Maintenance – Other,"350,000"
2,17/06/2019,23898649,Fort Portal Lorry Drivers Association,Being payment for repair of wheel loader,228004,Maintenance – Other,"340,000"
3,17/06/2019,23898649,Fort Portal Lorry Drivers Association,Being Payment For The Repair Of Taata Skip Lorry,228004,Maintenance – Other,"340,000"
4,17/06/2019,23898653,Mbeine Gilbert,Being payment for surveillance of public places to ascertain level of preparedness against Ebola disease,228004,Maintenance – Other,"279,000"
5,17/06/2019,23898649,Fort Portal Lorry Drivers Association,Being Payment For The Repair Of Taata Skip Lorry,228004,Maintenance – Other,"240,000"
6,17/06/2019,23898649,Fort Portal Lorry Drivers Association,Being Payment For The Repair Of Taata Skip Lorry,228004,Maintenance – Other,"180,000"
7,17/06/2019,23898649,Fort Portal Lorry Drivers Association,Being payment for repair of wheel loader,228004,Maintenance – Other,"180,000"
8,17/06/2019,23898648,Fort Portal Mc Imprest A/C,Being Payment For Technical Staff Who Worked Over The Weekend,228004,Maintenance – Other,"176,000"
9,17/06/2019,23898649,Fort Portal Lorry Drivers Association,Being payment for repair of wheel loader,228004,Maintenance – Other,"170,000"
10,17/06/2019,23898649,Fort Portal Lorry Drivers Association,Being Payment For Repair Of Box Body Truck,228004,Maintenance – Other,"150,000"
11,17/06/2019,23898649,Fort Portal Lorry Drivers Association,Being Payment For The Repair Of Taata Skip Lorry,228004,Maintenance – Other,"140,000"
12,17/06/2019,23898649,Fort Portal Lorry Drivers Association,Being Payment For The Repair Of Taata Skip Lorry,228004,Maintenance – Other,"120,000"
